outcome,factor,stage,network,location,window,lag,specification_id,specification,sensitivity,coefficient,coefficient_unit,magnitude_recorded_by_job3,sign,raw_p_value,bh_adjusted_p_value,observations,municipality_count,weighting,INSE_control,fixed_effects,main_or_sensitivity,sign_agreement_with_main,magnitude_range_across_sensitivities,leave_one_out_min,leave_one_out_max,pandemic_exclusion_result,Nova_Santa_Rita_relevance,possible_planning_delta,lens_and_period_compatibility,factual_limit,work_source,age_group,stock_or_flow,population_control,sector_or_occupation_context,large_municipalities_excluded,Vale_only_sensitivity,municipal_concentration,overlap_with_education_problem,same_person_inference_allowed
age_grade_distortion_rate_percent,log1p_rais_15_17,medio,total (high school),education=school_location total; work=workplace_municipality,2019-2025,0,H3-medio-age_grade_distortion_rate_percent-S1-LOO-4313375,S1_RAIS_15_17,LEAVE_OUT_VALE_4313375,-1.1247630803289452,outcome percentage points per 1 unit of log1p(RAIS active bonds),1.1247630803289452,negative,0.0009259965307131,0.0038771454964347,3196,492,unweighted,false,true,sensitivity,true,"[0.025636043352963801,5.5306604092313441]",-1.1351812648575068,-1.1238559720341763,-1.097103266318456,Nova Santa Rita RAIS 15_17: 104 -> 172 (65.38%); medium distortion 43.3% -> 24.8% (-18.5 pp); coexistence only.,"Joint work-education monitoring by municipality and age group; no individual, causal, sector-specific RAIS-stock or network-specific decision follows.",ecological municipality-year match; workplace RAIS stock versus school-location education outcome; executed years=2019-2025,"Formal work only; no same-person, first-employment, informality, unemployment or causal inference. CAGED flow is descriptive and is not this coefficient.",RAIS,15_17,stock,false,"CAGED 2025 flow context only, not a RAIS-stock model: occupations: 411005 Auxiliar de escritório (2277 adjusted events); 411010 Assistente administrativo (1190 adjusted events); 784105 Embalador, a mão (862 adjusted events); sectors: 4711302 Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados (1067 adjusted events); 4711301 Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados (612 adjusted events); 1531901 Fabricação de calçados de couro (438 adjusted events).",false,false,Job 3 dominant absolute RAIS 15-17 change: Novo Hamburgo +534; no joint work-education concentration threshold was preregistered.,"All ten Vale municipalities had RAIS 15-17 growth while medium dropout and distortion fell; 2025 levels differ, but no overlap threshold was preregistered.",false
age_grade_distortion_rate_percent,log1p_rais_15_17,medio,total (high school),education=school_location total; work=workplace_municipality,2019-2025,0,H3-medio-age_grade_distortion_rate_percent-S1-LOO-4313409,S1_RAIS_15_17,LEAVE_OUT_VALE_4313409,-1.131645518477514,outcome percentage points per 1 unit of log1p(RAIS active bonds),1.131645518477514,negative,0.000861295407214,0.0038771454964347,3196,492,unweighted,false,true,sensitivity,true,"[0.025636043352963801,5.5306604092313441]",-1.1351812648575068,-1.1238559720341763,-1.097103266318456,Nova Santa Rita RAIS 15_17: 104 -> 172 (65.38%); medium distortion 43.3% -> 24.8% (-18.5 pp); coexistence only.,"Joint work-education monitoring by municipality and age group; no individual, causal, sector-specific RAIS-stock or network-specific decision follows.",ecological municipality-year match; workplace RAIS stock versus school-location education outcome; executed years=2019-2025,"Formal work only; no same-person, first-employment, informality, unemployment or causal inference. CAGED flow is descriptive and is not this coefficient.",RAIS,15_17,stock,false,"CAGED 2025 flow context only, not a RAIS-stock model: occupations: 411005 Auxiliar de escritório (2277 adjusted events); 411010 Assistente administrativo (1190 adjusted events); 784105 Embalador, a mão (862 adjusted events); sectors: 4711302 Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados (1067 adjusted events); 4711301 Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados (612 adjusted events); 1531901 Fabricação de calçados de couro (438 adjusted events).",false,false,Job 3 dominant absolute RAIS 15-17 change: Novo Hamburgo +534; no joint work-education concentration threshold was preregistered.,"All ten Vale municipalities had RAIS 15-17 growth while medium dropout and distortion fell; 2025 levels differ, but no overlap threshold was preregistered.",false
age_grade_distortion_rate_percent,log1p_rais_15_17,medio,total (high school),education=school_location total; work=workplace_municipality,2019-2025,0,H3-medio-age_grade_distortion_rate_percent-S1-LOO-4314803,S1_RAIS_15_17,LEAVE_OUT_VALE_4314803,-1.1351812648575068,outcome percentage points per 1 unit of log1p(RAIS active bonds),1.1351812648575068,negative,0.000834193159054,0.0038771454964347,3196,492,unweighted,false,true,sensitivity,true,"[0.025636043352963801,5.5306604092313441]",-1.1351812648575068,-1.1238559720341763,-1.097103266318456,Nova Santa Rita RAIS 15_17: 104 -> 172 (65.38%); medium distortion 43.3% -> 24.8% (-18.5 pp); coexistence only.,"Joint work-education monitoring by municipality and age group; no individual, causal, sector-specific RAIS-stock or network-specific decision follows.",ecological municipality-year match; workplace RAIS stock versus school-location education outcome; executed years=2019-2025,"Formal work only; no same-person, first-employment, informality, unemployment or causal inference. CAGED flow is descriptive and is not this coefficient.",RAIS,15_17,stock,false,"CAGED 2025 flow context only, not a RAIS-stock model: occupations: 411005 Auxiliar de escritório (2277 adjusted events); 411010 Assistente administrativo (1190 adjusted events); 784105 Embalador, a mão (862 adjusted events); sectors: 4711302 Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados (1067 adjusted events); 4711301 Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados (612 adjusted events); 1531901 Fabricação de calçados de couro (438 adjusted events).",false,false,Job 3 dominant absolute RAIS 15-17 change: Novo Hamburgo +534; no joint work-education concentration threshold was preregistered.,"All ten Vale municipalities had RAIS 15-17 growth while medium dropout and distortion fell; 2025 levels differ, but no overlap threshold was preregistered.",false
age_grade_distortion_rate_percent,log1p_rais_15_17,medio,total (high school),education=school_location total; work=workplace_municipality,2019-2025,0,H3-medio-age_grade_distortion_rate_percent-S1-LOO-4318705,S1_RAIS_15_17,LEAVE_OUT_VALE_4318705,-1.131052714100018,outcome percentage points per 1 unit of log1p(RAIS active bonds),1.131052714100018,negative,0.0008677481803838,0.0038771454964347,3196,492,unweighted,false,true,sensitivity,true,"[0.025636043352963801,5.5306604092313441]",-1.1351812648575068,-1.1238559720341763,-1.097103266318456,Nova Santa Rita RAIS 15_17: 104 -> 172 (65.38%); medium distortion 43.3% -> 24.8% (-18.5 pp); coexistence only.,"Joint work-education monitoring by municipality and age group; no individual, causal, sector-specific RAIS-stock or network-specific decision follows.",ecological municipality-year match; workplace RAIS stock versus school-location education outcome; executed years=2019-2025,"Formal work only; no same-person, first-employment, informality, unemployment or causal inference. CAGED flow is descriptive and is not this coefficient.",RAIS,15_17,stock,false,"CAGED 2025 flow context only, not a RAIS-stock model: occupations: 411005 Auxiliar de escritório (2277 adjusted events); 411010 Assistente administrativo (1190 adjusted events); 784105 Embalador, a mão (862 adjusted events); sectors: 4711302 Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados (1067 adjusted events); 4711301 Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados (612 adjusted events); 1531901 Fabricação de calçados de couro (438 adjusted events).",false,false,Job 3 dominant absolute RAIS 15-17 change: Novo Hamburgo +534; no joint work-education concentration threshold was preregistered.,"All ten Vale municipalities had RAIS 15-17 growth while medium dropout and distortion fell; 2025 levels differ, but no overlap threshold was preregistered.",false
age_grade_distortion_rate_percent,log1p_rais_15_17,medio,total (high school),education=school_location total; work=workplace_municipality,2019-2025,0,H3-medio-age_grade_distortion_rate_percent-S1-LOO-4320008,S1_RAIS_15_17,LEAVE_OUT_VALE_4320008,-1.1239085985900996,outcome percentage points per 1 unit of log1p(RAIS active bonds),1.1239085985900996,negative,0.0009348393273437,0.0038771454964347,3196,492,unweighted,false,true,sensitivity,true,"[0.025636043352963801,5.5306604092313441]",-1.1351812648575068,-1.1238559720341763,-1.097103266318456,Nova Santa Rita RAIS 15_17: 104 -> 172 (65.38%); medium distortion 43.3% -> 24.8% (-18.5 pp); coexistence only.,"Joint work-education monitoring by municipality and age group; no individual, causal, sector-specific RAIS-stock or network-specific decision follows.",ecological municipality-year match; workplace RAIS stock versus school-location education outcome; executed years=2019-2025,"Formal work only; no same-person, first-employment, informality, unemployment or causal inference. CAGED flow is descriptive and is not this coefficient.",RAIS,15_17,stock,false,"CAGED 2025 flow context only, not a RAIS-stock model: occupations: 411005 Auxiliar de escritório (2277 adjusted events); 411010 Assistente administrativo (1190 adjusted events); 784105 Embalador, a mão (862 adjusted events); sectors: 4711302 Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados (1067 adjusted events); 4711301 Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados (612 adjusted events); 1531901 Fabricação de calçados de couro (438 adjusted events).",false,false,Job 3 dominant absolute RAIS 15-17 change: Novo Hamburgo +534; no joint work-education concentration threshold was preregistered.,"All ten Vale municipalities had RAIS 15-17 growth while medium dropout and distortion fell; 2025 levels differ, but no overlap threshold was preregistered.",false
age_grade_distortion_rate_percent,log1p_rais_15_17,medio,total (high school),education=school_location total; work=workplace_municipality,2019-2025,0,H3-medio-age_grade_distortion_rate_percent-S1-NO_FE,S1_RAIS_15_17,NO_FE_DIAGNOSTIC,-0.0256360433529638,outcome percentage points per 1 unit of log1p(RAIS active bonds),0.0256360433529638,negative,0.9104098952416342,0.9104098952416342,3203,493,unweighted,false,false,sensitivity,true,"[0.025636043352963801,5.5306604092313441]",-1.1351812648575068,-1.1238559720341763,-1.097103266318456,Nova Santa Rita RAIS 15_17: 104 -> 172 (65.38%); medium distortion 43.3% -> 24.8% (-18.5 pp); coexistence only.,"Joint work-education monitoring by municipality and age group; no individual, causal, sector-specific RAIS-stock or network-specific decision follows.",ecological municipality-year match; workplace RAIS stock versus school-location education outcome; executed years=2019-2025,"Formal work only; no same-person, first-employment, informality, unemployment or causal inference. CAGED flow is descriptive and is not this coefficient.",RAIS,15_17,stock,false,"CAGED 2025 flow context only, not a RAIS-stock model: occupations: 411005 Auxiliar de escritório (2277 adjusted events); 411010 Assistente administrativo (1190 adjusted events); 784105 Embalador, a mão (862 adjusted events); sectors: 4711302 Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados (1067 adjusted events); 4711301 Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados (612 adjusted events); 1531901 Fabricação de calçados de couro (438 adjusted events).",false,false,Job 3 dominant absolute RAIS 15-17 change: Novo Hamburgo +534; no joint work-education concentration threshold was preregistered.,"All ten Vale municipalities had RAIS 15-17 growth while medium dropout and distortion fell; 2025 levels differ, but no overlap threshold was preregistered.",false
age_grade_distortion_rate_percent,log1p_rais_15_17,medio,total (high school),education=school_location total; work=workplace_municipality,2019-2025,0,H3-medio-age_grade_distortion_rate_percent-S1-POPULATION_WEIGHTED,S1_RAIS_15_17,POPULATION_WEIGHTED,-1.343797727152513,outcome percentage points per 1 unit of log1p(RAIS active bonds),1.343797727152513,negative,0.0006612778956721,0.0038771454964347,3203,493,population_15_17,false,true,sensitivity,true,"[0.025636043352963801,5.5306604092313441]",-1.1351812648575068,-1.1238559720341763,-1.097103266318456,Nova Santa Rita RAIS 15_17: 104 -> 172 (65.38%); medium distortion 43.3% -> 24.8% (-18.5 pp); coexistence only.,"Joint work-education monitoring by municipality and age group; no individual, causal, sector-specific RAIS-stock or network-specific decision follows.",ecological municipality-year match; workplace RAIS stock versus school-location education outcome; executed years=2019-2025,"Formal work only; no same-person, first-employment, informality, unemployment or causal inference. CAGED flow is descriptive and is not this coefficient.",RAIS,15_17,stock,false,"CAGED 2025 flow context only, not a RAIS-stock model: occupations: 411005 Auxiliar de escritório (2277 adjusted events); 411010 Assistente administrativo (1190 adjusted events); 784105 Embalador, a mão (862 adjusted events); sectors: 4711302 Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados (1067 adjusted events); 4711301 Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados (612 adjusted events); 1531901 Fabricação de calçados de couro (438 adjusted events).",false,false,Job 3 dominant absolute RAIS 15-17 change: Novo Hamburgo +534; no joint work-education concentration threshold was preregistered.,"All ten Vale municipalities had RAIS 15-17 growth while medium dropout and distortion fell; 2025 levels differ, but no overlap threshold was preregistered.",false
age_grade_distortion_rate_percent,log1p_rais_15_17,medio,total (high school),education=school_location total; work=workplace_municipality,2019-2025,0,H3-medio-age_grade_distortion_rate_percent-S1-VALE_ONLY,S1_RAIS_15_17,VALE_ONLY,-5.530660409231344,outcome percentage points per 1 unit of log1p(RAIS active bonds),5.530660409231344,negative,0.1400725385363814,0.3501813463409535,70,10,unweighted,false,true,sensitivity,true,"[0.025636043352963801,5.5306604092313441]",-1.1351812648575068,-1.1238559720341763,-1.097103266318456,Nova Santa Rita RAIS 15_17: 104 -> 172 (65.38%); medium distortion 43.3% -> 24.8% (-18.5 pp); coexistence only.,"Joint work-education monitoring by municipality and age group; no individual, causal, sector-specific RAIS-stock or network-specific decision follows.",ecological municipality-year match; workplace RAIS stock versus school-location education outcome; executed years=2019-2025,"Formal work only; no same-person, first-employment, informality, unemployment or causal inference. CAGED flow is descriptive and is not this coefficient.",RAIS,15_17,stock,false,"CAGED 2025 flow context only, not a RAIS-stock model: occupations: 411005 Auxiliar de escritório (2277 adjusted events); 411010 Assistente administrativo (1190 adjusted events); 784105 Embalador, a mão (862 adjusted events); sectors: 4711302 Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados (1067 adjusted events); 4711301 Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados (612 adjusted events); 1531901 Fabricação de calçados de couro (438 adjusted events).",false,true,Job 3 dominant absolute RAIS 15-17 change: Novo Hamburgo +534; no joint work-education concentration threshold was preregistered.,"All ten Vale municipalities had RAIS 15-17 growth while medium dropout and distortion fell; 2025 levels differ, but no overlap threshold was preregistered.",false
age_grade_distortion_rate_percent,log1p_rais_15_17,medio,total (high school),education=school_location total; work=workplace_municipality,2019-2023,0,H3-medio-age_grade_distortion_rate_percent-S1-WITH_INSE,S1_RAIS_15_17,WITH_INSE,-1.1193734913237945,outcome percentage points per 1 unit of log1p(RAIS active bonds),1.1193734913237945,negative,0.0289161512111522,0.0903629725348508,1358,484,unweighted,true,true,sensitivity,true,"[0.025636043352963801,5.5306604092313441]",-1.1351812648575068,-1.1238559720341763,-1.097103266318456,Nova Santa Rita RAIS 15_17: 104 -> 172 (65.38%); medium distortion 43.3% -> 24.8% (-18.5 pp); coexistence only.,"Joint work-education monitoring by municipality and age group; no individual, causal, sector-specific RAIS-stock or network-specific decision follows.",ecological municipality-year match; workplace RAIS stock versus school-location education outcome; executed years=2019-2023,"Formal work only; no same-person, first-employment, informality, unemployment or causal inference. CAGED flow is descriptive and is not this coefficient.",RAIS,15_17,stock,false,"CAGED 2025 flow context only, not a RAIS-stock model: occupations: 411005 Auxiliar de escritório (2277 adjusted events); 411010 Assistente administrativo (1190 adjusted events); 784105 Embalador, a mão (862 adjusted events); sectors: 4711302 Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados (1067 adjusted events); 4711301 Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados (612 adjusted events); 1531901 Fabricação de calçados de couro (438 adjusted events).",false,false,Job 3 dominant absolute RAIS 15-17 change: Novo Hamburgo +534; no joint work-education concentration threshold was preregistered.,"All ten Vale municipalities had RAIS 15-17 growth while medium dropout and distortion fell; 2025 levels differ, but no overlap threshold was preregistered.",false
age_grade_distortion_rate_percent,log1p_rais_15_17,medio,total (high school),education=school_location total; work=workplace_municipality,2019-2025,0,H3-medio-age_grade_distortion_rate_percent-S1_RAIS_15_17,S1_RAIS_15_17,MAIN_2019_2025,-1.1326770423912371,outcome percentage points per 1 unit of log1p(RAIS active bonds),1.1326770423912371,negative,0.0008517493219266,0.0038771454964347,3203,493,unweighted,false,true,main,true,"[0.025636043352963801,5.5306604092313441]",-1.1351812648575068,-1.1238559720341763,-1.097103266318456,Nova Santa Rita RAIS 15_17: 104 -> 172 (65.38%); medium distortion 43.3% -> 24.8% (-18.5 pp); coexistence only.,"Joint work-education monitoring by municipality and age group; no individual, causal, sector-specific RAIS-stock or network-specific decision follows.",ecological municipality-year match; workplace RAIS stock versus school-location education outcome; executed years=2019-2025,"Formal work only; no same-person, first-employment, informality, unemployment or causal inference. CAGED flow is descriptive and is not this coefficient.",RAIS,15_17,stock,false,"CAGED 2025 flow context only, not a RAIS-stock model: occupations: 411005 Auxiliar de escritório (2277 adjusted events); 411010 Assistente administrativo (1190 adjusted events); 784105 Embalador, a mão (862 adjusted events); sectors: 4711302 Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados (1067 adjusted events); 4711301 Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados (612 adjusted events); 1531901 Fabricação de calçados de couro (438 adjusted events).",false,false,Job 3 dominant absolute RAIS 15-17 change: Novo Hamburgo +534; no joint work-education concentration threshold was preregistered.,"All ten Vale municipalities had RAIS 15-17 growth while medium dropout and distortion fell; 2025 levels differ, but no overlap threshold was preregistered.",false
age_grade_distortion_rate_percent,log1p_rais_15_17,medio,total (high school),education=school_location total; work=workplace_municipality,2019-2025,0,H3-medio-age_grade_distortion_rate_percent-S2_RAIS_15_17_POPULATION,S2_RAIS_15_17_POPULATION,MAIN_2019_2025,-1.145499355139825,outcome percentage points per 1 unit of log1p(RAIS active bonds),1.145499355139825,negative,0.000703945372236,0.0038771454964347,3203,493,unweighted,false,true,main,true,"[1.1454993551398249,1.1454993551398249]",not_executed_for_relation,not_executed_for_relation,not_executed_for_relation,Nova Santa Rita RAIS 15_17: 104 -> 172 (65.38%); medium distortion 43.3% -> 24.8% (-18.5 pp); coexistence only.,"Joint work-education monitoring by municipality and age group; no individual, causal, sector-specific RAIS-stock or network-specific decision follows.",ecological municipality-year match; workplace RAIS stock versus school-location education outcome; executed years=2019-2025,"Formal work only; no same-person, first-employment, informality, unemployment or causal inference. CAGED flow is descriptive and is not this coefficient.",RAIS,15_17,stock,true,"CAGED 2025 flow context only, not a RAIS-stock model: occupations: 411005 Auxiliar de escritório (2277 adjusted events); 411010 Assistente administrativo (1190 adjusted events); 784105 Embalador, a mão (862 adjusted events); sectors: 4711302 Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados (1067 adjusted events); 4711301 Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados (612 adjusted events); 1531901 Fabricação de calçados de couro (438 adjusted events).",false,false,Job 3 dominant absolute RAIS 15-17 change: Novo Hamburgo +534; no joint work-education concentration threshold was preregistered.,"All ten Vale municipalities had RAIS 15-17 growth while medium dropout and distortion fell; 2025 levels differ, but no overlap threshold was preregistered.",false
age_grade_distortion_rate_percent,log1p_rais_18_24,medio,total (high school),education=school_location total; work=workplace_municipality,2019-2025,0,H3-medio-age_grade_distortion_rate_percent-S3_RAIS_18_24_DIAGNOSTIC,S3_RAIS_18_24_DIAGNOSTIC,MAIN_2019_2025,-0.6676593374803693,outcome percentage points per 1 unit of log1p(RAIS active bonds),0.6676593374803693,negative,0.4090478998404162,0.6043869125092093,3472,496,unweighted,false,true,main,true,"[0.66765933748036932,0.66765933748036932]",not_executed_for_relation,not_executed_for_relation,not_executed_for_relation,Nova Santa Rita RAIS 18_24: 1117 -> 1638 (46.64%); medium distortion 43.3% -> 24.8% (-18.5 pp); coexistence only.,"Joint work-education monitoring by municipality and age group; no individual, causal, sector-specific RAIS-stock or network-specific decision follows.",ecological municipality-year match; workplace RAIS stock versus school-location education outcome; executed years=2019-2025,"Formal work only; no same-person, first-employment, informality, unemployment or causal inference. CAGED flow is descriptive and is not this coefficient.",RAIS,18_24,stock,false,"CAGED 2025 flow context only, not a RAIS-stock model: occupations: 784205 Alimentador de linha de produção (6821 adjusted events); 521110 Vendedor de comércio varejista (4657 adjusted events); 421125 Operador de caixa (4212 adjusted events); sectors: 4711302 Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados (4830 adjusted events); 8220200 Atividades de teleatendimento (2303 adjusted events); 4930202 Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional (2043 adjusted events).",false,false,Job 3 dominant absolute RAIS 15-17 change: Novo Hamburgo +534; no joint work-education concentration threshold was preregistered.,"All ten Vale municipalities had RAIS 15-17 growth while medium dropout and distortion fell; 2025 levels differ, but no overlap threshold was preregistered.",false
dropout_rate_percent,log1p_rais_15_17,medio,total (high school),education=school_location total; work=workplace_municipality,2019;2022-2025,0,H3-medio-dropout_rate_percent-S1-EXCLUDE_2020_2021,S1_RAIS_15_17,EXCLUDE_2020_2021,-0.4129049664123041,outcome percentage points per 1 unit of log1p(RAIS active bonds),0.4129049664123041,negative,0.1956921051437458,0.4586373701592658,2298,490,unweighted,false,true,sensitivity,true,"[0.091846111385966905,0.97316443657064355]",-0.2962315197354137,-0.2763690007730078,-0.4129049664123041,Nova Santa Rita RAIS 15_17: 104 -> 172 (65.38%); medium distortion 43.3% -> 24.8% (-18.5 pp); coexistence only.,"Joint work-education monitoring by municipality and age group; no individual, causal, sector-specific RAIS-stock or network-specific decision follows.",ecological municipality-year match; workplace RAIS stock versus school-location education outcome; executed years=2019;2022-2025,"Formal work only; no same-person, first-employment, informality, unemployment or causal inference. CAGED flow is descriptive and is not this coefficient.",RAIS,15_17,stock,false,"CAGED 2025 flow context only, not a RAIS-stock model: occupations: 411005 Auxiliar de escritório (2277 adjusted events); 411010 Assistente administrativo (1190 adjusted events); 784105 Embalador, a mão (862 adjusted events); sectors: 4711302 Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados (1067 adjusted events); 4711301 Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados (612 adjusted events); 1531901 Fabricação de calçados de couro (438 adjusted events).",false,false,Job 3 dominant absolute RAIS 15-17 change: Novo Hamburgo +534; no joint work-education concentration threshold was preregistered.,"All ten Vale municipalities had RAIS 15-17 growth while medium dropout and distortion fell; 2025 levels differ, but no overlap threshold was preregistered.",false
dropout_rate_percent,log1p_rais_15_17,medio,total (high school),education=school_location total; work=workplace_municipality,2019-2025,0,H3-medio-dropout_rate_percent-S1-EXCLUDE_LARGEST_RS_10,S1_RAIS_15_17,EXCLUDE_LARGEST_RS_10,-0.2841039318715419,outcome percentage points per 1 unit of log1p(RAIS active bonds),0.2841039318715419,negative,0.2874127519664732,0.4586373701592658,3133,483,unweighted,false,true,sensitivity,true,"[0.091846111385966905,0.97316443657064355]",-0.2962315197354137,-0.2763690007730078,-0.4129049664123041,Nova Santa Rita RAIS 15_17: 104 -> 172 (65.38%); medium distortion 43.3% -> 24.8% (-18.5 pp); coexistence only.,"Joint work-education monitoring by municipality and age group; no individual, causal, sector-specific RAIS-stock or network-specific decision follows.",ecological municipality-year match; workplace RAIS stock versus school-location education outcome; executed years=2019-2025,"Formal work only; no same-person, first-employment, informality, unemployment or causal inference. CAGED flow is descriptive and is not this coefficient.",RAIS,15_17,stock,false,"CAGED 2025 flow context only, not a RAIS-stock model: occupations: 411005 Auxiliar de escritório (2277 adjusted events); 411010 Assistente administrativo (1190 adjusted events); 784105 Embalador, a mão (862 adjusted events); sectors: 4711302 Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados (1067 adjusted events); 4711301 Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados (612 adjusted events); 1531901 Fabricação de calçados de couro (438 adjusted events).",true,false,Job 3 dominant absolute RAIS 15-17 change: Novo Hamburgo +534; no joint work-education concentration threshold was preregistered.,"All ten Vale municipalities had RAIS 15-17 growth while medium dropout and distortion fell; 2025 levels differ, but no overlap threshold was preregistered.",false
dropout_rate_percent,log1p_rais_15_17,medio,total (high school),education=school_location total; work=workplace_municipality,2019-2025,0,H3-medio-dropout_rate_percent-S1-EXCLUDE_SMALL_POPULATION_DECILE,S1_RAIS_15_17,EXCLUDE_SMALL_POPULATION_DECILE,-0.238617169373186,outcome percentage points per 1 unit of log1p(RAIS active bonds),0.238617169373186,negative,0.4185525084786982,0.6043869125092093,2957,462,unweighted,false,true,sensitivity,true,"[0.091846111385966905,0.97316443657064355]",-0.2962315197354137,-0.2763690007730078,-0.4129049664123041,Nova Santa Rita RAIS 15_17: 104 -> 172 (65.38%); medium distortion 43.3% -> 24.8% (-18.5 pp); coexistence only.,"Joint work-education monitoring by municipality and age group; no individual, causal, sector-specific RAIS-stock or network-specific decision follows.",ecological municipality-year match; workplace RAIS stock versus school-location education outcome; executed years=2019-2025,"Formal work only; no same-person, first-employment, informality, unemployment or causal inference. CAGED flow is descriptive and is not this coefficient.",RAIS,15_17,stock,false,"CAGED 2025 flow context only, not a RAIS-stock model: occupations: 411005 Auxiliar de escritório (2277 adjusted events); 411010 Assistente administrativo (1190 adjusted events); 784105 Embalador, a mão (862 adjusted events); sectors: 4711302 Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados (1067 adjusted events); 4711301 Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados (612 adjusted events); 1531901 Fabricação de calçados de couro (438 adjusted events).",false,false,Job 3 dominant absolute RAIS 15-17 change: Novo Hamburgo +534; no joint work-education concentration threshold was preregistered.,"All ten Vale municipalities had RAIS 15-17 growth while medium dropout and distortion fell; 2025 levels differ, but no overlap threshold was preregistered.",false
dropout_rate_percent,log1p_rais_15_17,medio,total (high school),education=school_location total; work=workplace_municipality,2020-2025,1,H3-medio-dropout_rate_percent-S1-LAG1,S1_RAIS_15_17,LAG_1,-0.4888833606938279,outcome percentage points per 1 unit of log1p(RAIS active bonds),0.4888833606938279,negative,0.0709711732833035,0.2018795508136108,2731,492,unweighted,false,true,sensitivity,true,"[0.091846111385966905,0.97316443657064355]",-0.2962315197354137,-0.2763690007730078,-0.4129049664123041,Nova Santa Rita RAIS 15_17: 104 -> 172 (65.38%); medium distortion 43.3% -> 24.8% (-18.5 pp); coexistence only.,"Joint work-education monitoring by municipality and age group; no individual, causal, sector-specific RAIS-stock or network-specific decision follows.",ecological municipality-year match; workplace RAIS stock versus school-location education outcome; executed years=2020-2025,"Formal work only; no same-person, first-employment, informality, unemployment or causal inference. CAGED flow is descriptive and is not this coefficient.",RAIS,15_17,stock,false,"CAGED 2025 flow context only, not a RAIS-stock model: occupations: 411005 Auxiliar de escritório (2277 adjusted events); 411010 Assistente administrativo (1190 adjusted events); 784105 Embalador, a mão (862 adjusted events); sectors: 4711302 Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados (1067 adjusted events); 4711301 Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados (612 adjusted events); 1531901 Fabricação de calçados de couro (438 adjusted events).",false,false,Job 3 dominant absolute RAIS 15-17 change: Novo Hamburgo +534; no joint work-education concentration threshold was preregistered.,"All ten Vale municipalities had RAIS 15-17 growth while medium dropout and distortion fell; 2025 levels differ, but no overlap threshold was preregistered.",false
